,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,fraud_reported,vehicle_age
604,75,27,OH,100/300,1000,1141.1,0,MALE,JD,armed-forces,movies,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,15,2,NO,0,1,YES,71640,5970,11940,53730,Toyota,Highlander,0,10
605,246,44,OH,100/300,1000,1397.0,0,MALE,High School,machine-op-inspct,reading,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,6,1,NO,1,0,NO,61740,6860,6860,48020,Accura,MDX,0,21
606,110,27,OH,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,golf,own-child,0,-66200,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,3,1,NO,0,3,NO,57500,5750,5750,46000,Audi,A3,0,8
607,236,39,IN,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,reading,wife,0,-63900,Parked Car,Rear Collision,Minor Damage,Police,NY,Springfield,17,1,YES,0,0,NO,8700,870,1740,6090,Accura,RSX,0,15
608,267,46,OH,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,polo,wife,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,4,4,NO,2,1,NO,77100,15420,7710,53970,Volkswagen,Jetta,0,22
609,463,57,IL,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,dancing,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,14,1,NO,2,0,YES,59400,6600,6600,46200,Dodge,Neon,0,23
610,303,46,IN,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,kayaking,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,NO,1,0,NO,54890,9980,4990,39920,Toyota,Corolla,0,12
611,137,30,IL,250/500,500,1039.55,0,MALE,MD,exec-managerial,kayaking,unmarried,55600,-59700,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,4,3,NO,2,1,NO,74030,6730,13460,53840,Chevrolet,Tahoe,0,13
612,56,42,IL,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,chess,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,13,1,NO,1,2,YES,61490,11180,11180,39130,BMW,X5,0,20
613,75,27,IN,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,23,3,NO,0,2,YES,79560,6630,13260,59670,Volkswagen,Passat,0,15
614,131,33,IL,100/300,2000,1081.17,0,MALE,MD,sales,yachting,wife,0,-65200,Parked Car,Rear Collision,Minor Damage,Police,NY,Northbend,3,1,NO,0,1,NO,4900,490,490,3920,Toyota,Camry,0,8
615,153,34,IL,250/500,500,991.39,0,MALE,High School,tech-support,paintball,other-relative,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,0,3,NO,1,0,NO,77770,14140,14140,49490,Nissan,Pathfinder,0,18
616,255,43,IN,500/1000,500,984.02,0,FEMALE,JD,transport-moving,board-games,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,14,2,NO,2,2,NO,74700,7470,14940,52290,Nissan,Maxima,1,11
617,103,26,IL,100/300,500,1354.83,0,MALE,MD,tech-support,sleeping,husband,66300,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,14,2,NO,2,2,NO,40600,4060,4060,32480,Volkswagen,Passat,0,8
618,97,28,OH,100/300,1000,830.31,0,MALE,JD,farming-fishing,video-games,husband,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,22,1,NO,1,0,NO,45270,10060,10060,25150,Jeep,Wrangler,0,12
619,214,36,IL,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,17,3,NO,0,3,NO,47080,4280,8560,34240,Saab,93,0,12
620,438,57,OH,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,chess,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,14,1,NO,0,0,NO,40700,4070,4070,32560,Volkswagen,Passat,1,18
621,87,27,OH,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,polo,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,2,1,NO,2,1,YES,34650,6300,3150,25200,Ford,F150,0,22
622,27,28,OH,500/1000,1000,1074.47,0,MALE,MD,protective-serv,camping,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,WV,Riverwood,4,1,NO,2,0,NO,3200,400,400,2400,Jeep,Grand Cherokee,0,6
623,206,42,IL,500/1000,1000,1230.76,0,MALE,High School,machine-op-inspct,yachting,unmarried,0,-74200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,2,1,NO,1,1,NO,78980,7180,14360,57440,Saab,92x,1,21
624,127,31,OH,500/1000,500,1255.02,0,MALE,Associate,sales,reading,not-in-family,58200,0,Parked Car,Rear Collision,Minor Damage,None,SC,Riverwood,10,1,YES,1,0,NO,6160,560,1120,4480,Nissan,Ultima,0,22
625,422,60,IN,100/300,1000,1555.52,0,FEMALE,MD,machine-op-inspct,hiking,own-child,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,11,1,YES,1,1,NO,85250,15500,7750,62000,Mercedes,E400,0,19
626,303,50,IL,100/300,2000,836.11,5000000,MALE,Masters,sales,camping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,1,4,YES,1,2,NO,72840,12140,6070,54630,Dodge,Neon,0,8
627,228,40,IN,100/300,500,1450.98,0,MALE,Associate,exec-managerial,base-jumping,husband,43700,0,Parked Car,Rear Collision,Trivial Damage,Police,WV,Northbend,20,1,NO,0,2,NO,6050,1100,1100,3850,Toyota,Camry,0,8
628,239,39,IN,250/500,2000,625.08,0,FEMALE,JD,protective-serv,hiking,wife,44200,-37000,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,10,1,NO,2,3,YES,87890,15980,7990,63920,BMW,X6,1,4
629,330,47,IL,100/300,2000,1133.27,0,FEMALE,High School,craft-repair,chess,wife,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,20,2,NO,0,2,YES,60500,11000,5500,44000,Ford,F150,1,19
630,128,35,IN,500/1000,500,1366.6,0,FEMALE,MD,machine-op-inspct,kayaking,other-relative,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,10,3,NO,2,1,NO,88220,16040,16040,56140,Chevrolet,Malibu,0,10
631,147,37,OH,500/1000,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,video-games,husband,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,2,2,NO,1,2,NO,53680,9760,4880,39040,Accura,MDX,0,14
632,287,45,OH,500/1000,1000,1230.69,0,MALE,Masters,transport-moving,golf,not-in-family,0,-54600,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,19,1,NO,0,2,NO,53800,5380,5380,43040,Accura,MDX,0,12
633,142,29,OH,100/300,2000,1307.68,0,FEMALE,MD,craft-repair,dancing,husband,0,-48500,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,10,1,YES,1,2,NO,54360,4530,9060,40770,Mercedes,E400,1,23
634,162,35,IL,500/1000,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,14,1,YES,0,3,YES,54340,9880,4940,39520,Toyota,Camry,0,17
635,140,35,OH,100/300,1000,1520.78,0,FEMALE,High School,craft-repair,chess,wife,0,-42900,Parked Car,Rear Collision,Trivial Damage,None,SC,Columbus,5,1,NO,0,2,YES,2860,520,260,2080,Chevrolet,Tahoe,1,21
636,106,28,OH,100/300,2000,1609.11,0,MALE,High School,craft-repair,polo,own-child,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,WV,Hillsdale,8,1,YES,2,1,YES,5490,0,1220,4270,Saab,95,0,19
637,292,45,IL,500/1000,1000,1358.91,0,MALE,Masters,craft-repair,dancing,unmarried,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,Northbend,4,1,NO,0,2,NO,7370,670,1340,5360,Suburu,Impreza,0,21
638,34,34,OH,500/1000,500,1295.87,0,FEMALE,PhD,priv-house-serv,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,4,3,NO,1,0,NO,50800,5080,5080,40640,Audi,A3,1,21
639,290,48,IL,250/500,500,1161.03,5000000,MALE,Associate,adm-clerical,video-games,not-in-family,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,20,2,NO,1,1,NO,41520,5190,5190,31140,Nissan,Ultima,0,4
640,182,38,OH,500/1000,2000,1441.06,0,FEMALE,Masters,armed-forces,movies,husband,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,18,1,NO,2,3,YES,89650,8150,16300,65200,Dodge,RAM,0,13
641,362,55,OH,100/300,1000,1097.99,0,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,0,3,NO,0,3,NO,39690,0,0,39690,Suburu,Legacy,0,20
642,143,32,IL,500/1000,1000,1464.42,0,FEMALE,High School,exec-managerial,golf,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,1,1,NO,2,0,NO,62260,5660,5660,50940,Saab,92x,0,23
643,183,38,IL,250/500,500,1543.68,0,FEMALE,Masters,prof-specialty,paintball,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,17,1,NO,0,1,YES,51920,9440,4720,37760,Audi,A3,1,17
644,254,40,IL,250/500,500,1390.89,5000000,MALE,College,armed-forces,bungie-jumping,wife,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,23,1,NO,2,2,NO,53460,9720,4860,38880,Volkswagen,Jetta,0,9
645,249,43,OH,100/300,2000,1148.58,0,FEMALE,MD,adm-clerical,golf,not-in-family,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,4,3,YES,2,1,YES,57100,5710,5710,45680,Honda,CRV,0,4
646,169,36,IN,250/500,500,1616.26,0,MALE,High School,exec-managerial,yachting,unmarried,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,0,3,NO,2,3,NO,77440,14080,7040,56320,Dodge,Neon,0,14
647,235,40,IL,500/1000,500,1398.94,0,MALE,College,craft-repair,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,11,1,NO,1,2,NO,68300,6830,13660,47810,Suburu,Forrestor,0,15
648,112,32,OH,500/1000,1000,1238.92,0,MALE,Associate,other-service,base-jumping,other-relative,57800,-53700,Parked Car,Rear Collision,Trivial Damage,None,NY,Arlington,4,1,NO,0,2,NO,5060,460,920,3680,Honda,CRV,0,6
649,16,32,IL,100/300,1000,968.46,0,MALE,MD,tech-support,chess,not-in-family,50800,-66200,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,0,3,NO,0,2,NO,59400,6600,13200,39600,Dodge,RAM,1,23
650,128,31,IL,100/300,500,1045.12,0,FEMALE,High School,transport-moving,cross-fit,other-relative,0,-28300,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,2,3,NO,0,2,NO,69930,0,15540,54390,Ford,Escape,1,5
651,103,27,IN,100/300,1000,1537.33,0,FEMALE,College,handlers-cleaners,board-games,husband,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,11,3,YES,1,1,NO,77700,7770,15540,54390,Jeep,Wrangler,0,10
652,356,54,OH,500/1000,500,912.3,0,MALE,College,prof-specialty,yachting,wife,58500,-44000,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,23,3,NO,2,1,NO,68750,12500,12500,43750,Audi,A5,1,11
653,109,29,OH,100/300,2000,1007.28,6000000,FEMALE,High School,adm-clerical,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,17,3,NO,1,3,YES,91080,16560,16560,57960,Jeep,Wrangler,0,23
654,2,20,IN,500/1000,1000,1189.98,4000000,FEMALE,High School,craft-repair,golf,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,22,1,NO,1,3,YES,48360,4030,8060,36270,Audi,A5,0,18
655,198,34,OH,250/500,1000,1576.41,0,MALE,Associate,handlers-cleaners,kayaking,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,18,1,YES,1,1,YES,95000,9500,9500,76000,Ford,F150,0,17
656,107,32,OH,100/300,500,1172.82,4000000,MALE,Associate,machine-op-inspct,yachting,other-relative,82100,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,SC,Arlington,8,1,NO,1,3,NO,3900,780,390,2730,Ford,F150,0,8
657,252,39,IL,500/1000,500,1312.22,9000000,MALE,High School,transport-moving,cross-fit,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,15,3,NO,0,3,NO,59400,11880,5940,41580,Jeep,Grand Cherokee,1,8
658,303,43,OH,500/1000,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,camping,other-relative,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,20,1,NO,2,0,NO,60210,6690,6690,46830,Nissan,Maxima,0,5
659,101,32,IL,250/500,500,895.14,0,MALE,JD,sales,video-games,other-relative,52600,-30400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,4,1,NO,0,3,YES,43600,8720,4360,30520,Suburu,Legacy,0,8
660,446,57,IN,100/300,2000,1373.21,0,MALE,College,adm-clerical,sleeping,unmarried,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,10,3,NO,0,0,NO,62800,6280,12560,43960,Jeep,Wrangler,0,6
661,330,48,OH,250/500,1000,1625.65,0,MALE,College,farming-fishing,skydiving,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,10,1,YES,1,3,NO,59500,11900,5950,41650,Dodge,Neon,0,12
662,211,37,OH,250/500,2000,1295.63,4000000,FEMALE,PhD,armed-forces,skydiving,not-in-family,42200,-33800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,22,3,YES,1,0,NO,53460,5940,5940,41580,Honda,CRV,0,9
663,172,33,IL,100/300,1000,1459.96,6000000,FEMALE,High School,adm-clerical,reading,wife,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,15,3,NO,0,1,NO,41690,7580,7580,26530,Saab,95,0,19
664,316,46,OH,100/300,500,1219.94,7000000,FEMALE,Masters,prof-specialty,paintball,wife,0,-51000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,13,1,NO,0,1,YES,63100,6310,12620,44170,Accura,TL,0,18
665,435,60,OH,500/1000,500,1064.49,5000000,MALE,Associate,priv-house-serv,chess,other-relative,73500,-43300,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,23,1,NO,2,1,NO,62880,5240,10480,47160,Mercedes,E400,1,11
666,344,51,IL,100/300,1000,959.83,0,FEMALE,Masters,sales,paintball,not-in-family,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,18,3,NO,2,2,YES,75400,17400,11600,46400,BMW,X6,1,12
667,204,40,OH,250/500,2000,1767.02,0,MALE,JD,machine-op-inspct,hiking,husband,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,7,1,YES,1,1,NO,46200,4200,8400,33600,Audi,A5,0,21
668,278,47,IN,500/1000,500,1285.01,0,MALE,Masters,machine-op-inspct,sleeping,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,21,1,NO,2,2,YES,58500,5850,5850,46800,Toyota,Camry,0,8
669,434,57,OH,500/1000,2000,1422.95,0,MALE,JD,transport-moving,bungie-jumping,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,15,3,NO,1,3,NO,66240,11040,11040,44160,Nissan,Maxima,0,15
670,209,36,IN,100/300,2000,1223.39,0,FEMALE,MD,craft-repair,camping,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,17,3,NO,1,3,NO,65440,8180,8180,49080,Jeep,Wrangler,0,4
671,250,43,IL,500/1000,2000,1539.06,0,MALE,Masters,sales,exercise,other-relative,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,2,1,NO,0,3,NO,64200,10700,10700,42800,Ford,F150,0,16
672,61,25,IN,100/300,2000,988.06,0,FEMALE,Masters,other-service,dancing,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,1,3,YES,1,0,NO,32320,4040,4040,24240,Dodge,RAM,0,18
673,80,28,IL,500/1000,1000,1740.57,0,FEMALE,College,farming-fishing,golf,wife,0,-18600,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,3,1,NO,0,1,NO,33480,3720,3720,26040,Dodge,Neon,0,7
674,25,38,OH,250/500,1000,1540.91,7000000,MALE,College,adm-clerical,polo,wife,40900,0,Vehicle Theft,Rear Collision,Trivial Damage,None,VA,Northbend,0,1,NO,1,1,YES,4320,480,960,2880,Toyota,Corolla,0,23
675,4,29,IL,250/500,500,1381.88,5000000,MALE,High School,tech-support,exercise,other-relative,0,-77800,Vehicle Theft,Rear Collision,Trivial Damage,Police,SC,Hillsdale,4,1,NO,0,2,NO,4200,840,420,2940,Jeep,Wrangler,0,10
676,32,29,OH,100/300,500,1446.98,0,MALE,MD,adm-clerical,sleeping,own-child,0,-45700,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,11,3,YES,2,0,NO,57970,10540,5270,42160,Saab,93,0,12
677,125,31,IN,500/1000,500,1220.86,0,MALE,JD,other-service,paintball,husband,55400,-40400,Parked Car,Rear Collision,Trivial Damage,None,NY,Arlington,4,1,YES,1,2,NO,4320,0,960,3360,Saab,93,0,15
678,276,45,IL,500/1000,500,948.1,0,FEMALE,High School,machine-op-inspct,reading,wife,44500,-61400,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,11,3,NO,0,2,NO,69300,13860,6930,48510,Ford,Escape,0,8
679,148,30,OH,100/300,500,1471.24,0,FEMALE,Masters,farming-fishing,camping,own-child,57500,-93600,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,4,3,NO,2,2,NO,32480,4060,4060,24360,Dodge,Neon,0,21
680,222,38,IN,100/300,2000,1157.97,0,MALE,MD,machine-op-inspct,hiking,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,20,1,NO,2,2,YES,60480,6720,6720,47040,Accura,TL,0,17
681,32,38,IL,250/500,2000,566.11,5000000,MALE,Associate,armed-forces,polo,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,NC,Springfield,22,1,YES,0,0,NO,2640,440,440,1760,Honda,CRV,0,3
682,78,27,OH,500/1000,500,1060.88,0,MALE,JD,other-service,skydiving,other-relative,0,-66500,Parked Car,Rear Collision,Trivial Damage,Police,SC,Northbend,4,1,NO,0,3,NO,6050,550,1100,4400,Volkswagen,Passat,0,9
683,238,43,OH,250/500,1000,1524.45,4000000,MALE,High School,handlers-cleaners,chess,wife,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,21,4,NO,0,0,NO,42700,4270,4270,34160,Saab,92x,1,23
684,313,47,IN,250/500,1000,1556.17,0,MALE,College,prof-specialty,reading,wife,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,20,1,YES,1,3,NO,40260,3660,7320,29280,Accura,MDX,1,22
685,334,50,OH,500/1000,500,1216.24,0,MALE,Masters,priv-house-serv,polo,wife,26700,-47200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,7,1,NO,2,0,NO,50000,5000,10000,35000,Chevrolet,Silverado,0,10
686,190,35,IN,250/500,500,1484.72,5000000,FEMALE,High School,tech-support,golf,husband,0,0,Parked Car,Rear Collision,Trivial Damage,None,NY,Riverwood,4,1,NO,0,1,NO,3840,640,320,2880,Saab,92x,0,20
687,194,41,IL,250/500,500,1203.81,0,MALE,JD,transport-moving,video-games,not-in-family,52500,-51300,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,17,3,NO,0,2,NO,95900,13700,20550,61650,Saab,95,0,19
688,290,47,IN,250/500,1000,1393.34,0,MALE,High School,exec-managerial,bungie-jumping,other-relative,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,20,3,YES,1,3,YES,56160,6240,12480,37440,Audi,A5,0,16
689,26,42,OH,100/300,1000,1484.48,0,MALE,PhD,armed-forces,sleeping,not-in-family,50700,-36300,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,10,1,NO,2,3,NO,63030,5730,11460,45840,Saab,92x,0,22
690,254,41,IL,250/500,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,skydiving,own-child,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,8,1,YES,2,2,NO,63470,5770,11540,46160,BMW,X6,0,19
691,199,38,IL,250/500,1000,1281.25,0,FEMALE,High School,tech-support,movies,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,6,1,NO,0,2,NO,44440,8080,4040,32320,BMW,X6,1,11
692,137,35,IN,250/500,500,1667.83,0,MALE,JD,prof-specialty,paintball,husband,48500,-67400,Parked Car,Rear Collision,Minor Damage,Police,WV,Northbrook,4,1,YES,1,1,NO,6600,1200,1200,4200,Jeep,Grand Cherokee,0,13
693,134,36,OH,250/500,1000,1497.41,0,MALE,PhD,machine-op-inspct,kayaking,husband,14100,-44500,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,17,3,NO,2,0,YES,77200,9650,9650,57900,Ford,Escape,0,22
694,73,30,OH,100/300,500,803.36,0,FEMALE,High School,protective-serv,reading,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,15,3,NO,0,0,YES,57000,0,11400,45600,Audi,A3,0,5
695,289,45,OH,250/500,2000,1221.41,0,FEMALE,Masters,farming-fishing,movies,wife,46700,-72500,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,Riverwood,9,1,NO,2,1,NO,2700,300,300,2100,Honda,Accord,0,12
696,176,36,OH,250/500,500,1865.83,5000000,MALE,College,transport-moving,kayaking,unmarried,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,17,1,NO,2,1,YES,47300,4300,8600,34400,Volkswagen,Jetta,0,12
697,145,37,OH,250/500,2000,1434.27,0,FEMALE,Associate,tech-support,sleeping,unmarried,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,13,1,NO,2,3,NO,55110,5010,10020,40080,Nissan,Maxima,0,16
698,164,31,IN,500/1000,500,1114.68,0,FEMALE,Associate,other-service,reading,husband,44500,-55900,Vehicle Theft,Rear Collision,Trivial Damage,Police,SC,Springfield,5,1,YES,1,0,NO,4320,480,480,3360,Mercedes,E400,0,16
699,186,38,OH,250/500,2000,1218.56,0,FEMALE,Masters,transport-moving,video-games,husband,39300,-60300,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Arlington,23,3,YES,2,2,NO,68760,11460,5730,51570,Saab,95,1,20
700,85,31,IL,250/500,2000,1234.69,9000000,FEMALE,MD,tech-support,paintball,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,1,2,NO,2,1,NO,74400,14880,7440,52080,BMW,M5,1,15
701,162,33,OH,250/500,500,964.92,0,FEMALE,Associate,exec-managerial,base-jumping,other-relative,45700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Hillsdale,17,4,NO,2,1,NO,35300,3530,3530,28240,Mercedes,E400,1,22
702,396,57,IL,500/1000,500,1351.72,0,MALE,High School,tech-support,camping,wife,0,-49400,Parked Car,Rear Collision,Minor Damage,None,NY,Springfield,3,1,YES,1,3,NO,2640,480,480,1680,Volkswagen,Passat,0,18
